image_filename,image_entropy,image_delentropy,holo_bit_depth,NMSE,holo_entropy
0112.png,7.4491016907140635,4.375130197404833,7,3.0126310535175294e-09,6.9999703230716745
0112.png,7.4491016907140635,4.375130197404833,8,2.1390444580840087e-09,7.999922946934434
0113.png,7.629848943608645,5.290052418650511,1,1.0389080849396635e-07,0.9999998580441426
0113.png,7.629848943608645,5.290052418650511,2,5.224463259179026e-08,1.9999988281853371
0113.png,7.629848943608645,5.290052418650511,3,2.5086940894638567e-08,2.9999950979863104
0113.png,7.629848943608645,5.290052418650511,4,1.2345293104750291e-08,3.999996040801854
0113.png,7.629848943608645,5.290052418650511,5,6.2645236587789925e-09,4.99999204271798
0113.png,7.629848943608645,5.290052418650511,6,3.27688149826049e-09,5.999981996244307
0113.png,7.629848943608645,5.290052418650511,7,1.759233142820118e-09,6.999969071055403
0113.png,7.629848943608645,5.290052418650511,8,1.0034474617769992e-09,7.999937255240768
0114.png,7.6363264457253,4.6469194647992484,1,8.935847167124318e-08,0.9999995992821176
0114.png,7.6363264457253,4.6469194647992484,2,4.8100166010659037e-08,1.9999993144220363
0114.png,7.6363264457253,4.6469194647992484,3,2.3334210607889288e-08,2.999998260195153
0114.png,7.6363264457253,4.6469194647992484,4,1.1120604660053025e-08,3.9999969899981074
0114.png,7.6363264457253,4.6469194647992484,5,5.354095259780151e-09,4.999993517615207
0114.png,7.6363264457253,4.6469194647992484,6,2.5992453697616623e-09,5.999985850371391
0114.png,7.6363264457253,4.6469194647992484,7,1.2831044532936794e-09,6.999963060662329
0114.png,7.6363264457253,4.6469194647992484,8,6.492223575150809e-10,7.999928852450222
0115.png,3.913572084388637,3.0539967692671564,1,1.2625277643602103e-07,0.9999981676896409
0115.png,3.913572084388637,3.0539967692671564,2,6.591403323901068e-08,1.9999994497137514
0115.png,3.913572084388637,3.0539967692671564,3,3.4724356876647954e-08,2.9999990484270334
0115.png,3.913572084388637,3.0539967692671564,4,2.144125316369412e-08,3.9999972378262183
0115.png,3.913572084388637,3.0539967692671564,5,1.5445649367701068e-08,4.999995415423814
0115.png,3.913572084388637,3.0539967692671564,6,1.2649184828790551e-08,5.999986568139135
0115.png,3.913572084388637,3.0539967692671564,7,1.1460873499935768e-08,6.9999708520006045
